YEAR,MO,DY,PS,QV2M,PRECTOTCORR,T2M,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN
2017,1,1,101.52,10.01,0,19.86,3.78,3.4
2017,1,2,101.52,10.38,1.15,19.46,3.5,3.42
2017,1,3,101.46,10.62,1.21,18.78,3.42,3.32
2017,1,4,101.37,9.77,0,18.25,3.72,3.66
2017,1,5,101.36,8.67,0,17.42,4.1,4.09
2017,1,6,101.32,7.57,0,17.2,4.25,4.14
2017,1,7,101.17,7.08,0,17.65,4.23,4.06
2017,1,8,101.16,7.75,0,18.99,4.24,4.21
2017,1,9,101.16,8.79,0,19.35,3.91,3.86
2017,1,10,101.17,9.4,0.02,19.01,3.55,3.25
2017,1,11,101.27,9.64,0,17.85,3.65,3.56
2017,1,12,101.31,7.75,0,16.76,3.73,3.59
2017,1,13,101.45,6.65,0,15.12,3.8,3.68
2017,1,14,101.57,5.86,0,14.01,4.16,4.08
2017,1,15,101.62,5.49,0,13.2,4.37,4.28
2017,1,16,101.48,5.92,0,14.87,4.39,4.33
2017,1,17,101.5,7.26,0,17.3,4.28,4.2
2017,1,18,101.72,7.81,0,18.39,3.96,3.93
2017,1,19,101.71,7.32,0,17.33,4.57,4.49
2017,1,20,101.71,7.87,0,17.76,4.66,4.45
2017,1,21,101.74,7.08,0,17.32,4.7,4.66
2017,1,22,101.77,6.1,0,16.94,4.76,4.72
2017,1,23,101.68,7.63,0,17.71,4.45,4.37
2017,1,24,101.69,8.06,0,18.84,4.25,4.19
2017,1,25,101.74,8,0,19.05,4.52,4.46
2017,1,26,101.62,8.48,0,19.73,4.78,4.74
2017,1,27,101.47,9.28,0.01,20.8,4.58,1.95
2017,1,28,101.39,9.77,0.01,19.87,4.25,4.02
2017,1,29,101.56,7.57,0,18.54,4.68,4.62
2017,1,30,101.43,8.18,0,19.31,4.78,4.73
2017,1,31,101.35,9.03,0,19.89,4.31,4.1
2017,2,1,101.5,8.24,0,20,4.06,3.78
2017,2,2,101.68,7.87,0,19.43,3.97,3.57
2017,2,3,101.6,7.45,0,18.59,4.15,4.14
2017,2,4,101.44,7.26,0,18.93,4.48,4.27
2017,2,5,101.29,8.06,0,20.33,5.12,5.09
2017,2,6,101.14,8.54,0,21.34,5.01,4.95
2017,2,7,101.18,9.03,0,21.57,4.7,4.63
2017,2,8,101.32,7.02,0,21.06,5.07,5.04
2017,2,9,101.24,6.53,0,20.42,5.2,5.14
2017,2,10,101.2,7.87,0,21.57,4.71,4.49
2017,2,11,101.45,8.06,0,21.97,4.18,3.98
2017,2,12,101.62,8.36,0,22.69,4.12,4.05
2017,2,13,101.76,9.09,0,23.05,4.09,3.79
2017,2,14,101.84,9.77,0,23.52,4.05,3.94
2017,2,15,101.79,9.16,0,23.45,4.22,4.08
2017,2,16,101.6,7.45,0,22.64,4.57,4.52
2017,2,17,101.49,9.03,0,22.96,4.59,4.37
2017,2,18,101.5,10.74,0,23.81,4.3,4
2017,2,19,101.26,12.63,0,24.27,4.06,3.47
2017,2,20,100.82,13.12,0,24.91,4.24,3.74
2017,2,21,100.76,13.79,0,25.87,4.96,4.92
2017,2,22,100.87,14.77,0,26.53,5.13,4.85
2017,2,23,101.07,11.23,0.1,26.96,4.56,4.39
2017,2,24,101.3,6.96,0,24.55,5.72,5.67
2017,2,25,101.29,5.25,0,22.99,6.08,5.93
2017,2,26,101.07,7.39,0,23.1,6.03,5.95
2017,2,27,101.25,8.79,0,23.83,5.85,5.7
2017,2,28,101.28,8.12,0,24.29,5.69,5.65
2017,3,1,101.18,8,0,24.37,5.85,5.68
2017,3,2,101,10.8,0,25.82,5.76,5.65
2017,3,3,100.72,10.8,0,26.87,5.69,5.64
2017,3,4,100.72,11.41,0,26.56,5.3,5.12
2017,3,5,100.66,14.53,0.98,26.99,4.71,3.99
2017,3,6,100.76,11.05,1.13,27.47,4.8,4.46
2017,3,7,100.85,6.53,0.01,26.48,5.01,4.85
2017,3,8,100.8,12.57,7.38,24.64,3.98,1.33
2017,3,9,100.63,13.98,1.88,25.9,5.07,3.14
2017,3,10,100.55,14.89,10.08,27.3,4.78,3.91
2017,3,11,100.6,17.09,32.5,26.76,5.25,3.93
2017,3,12,100.88,11.72,2.28,24.92,5.21,5.2
2017,3,13,101.23,6.96,0,23.51,5.87,5.68
2017,3,14,101.31,7.26,0,23.44,6.18,6.11
2017,3,15,101.23,6.96,0,23.53,6.12,6.02
2017,3,16,101.04,7.45,0,23.69,6.08,6.03
2017,3,17,100.85,10.44,0,24.7,6.18,5.97
2017,3,18,100.82,12.21,0.05,26.67,5.45,5.12
2017,3,19,101.01,12.51,1.83,26.69,5.76,5.41
2017,3,20,101.09,10.56,7.78,24.08,5.35,4.22
2017,3,21,101.24,10.38,0,25.24,6.03,5.84
2017,3,22,101.06,12.27,0.02,25.48,6.31,5.6
2017,3,23,100.88,14.04,0,27,6.27,6.19
2017,3,24,100.83,14.4,0,28.14,6.16,5.66
2017,3,25,100.87,15.32,0,28.68,5.88,5.73
2017,3,26,100.95,16.05,0.07,28.92,5.25,4.15
2017,3,27,100.92,15.44,0.01,29.37,6.29,5.87
2017,3,28,100.79,16.36,0.01,29.75,6.26,5.41
2017,3,29,100.66,16.3,0,29.98,6.12,5.63
2017,3,30,100.68,17.33,0.01,29.97,6.54,6.35
2017,3,31,100.81,17.33,0,30.2,6.54,6.12
2017,4,1,100.66,17.52,0,29.76,6.24,5.84
2017,4,2,100.48,17.64,0.01,30.26,5.79,5.12
2017,4,3,100.54,17.15,0.15,31.04,5.87,5.46
2017,4,4,100.64,17.09,0.34,30.41,5.94,5.25
2017,4,5,100.63,17.58,0.16,29.99,5.93,4.42
2017,4,6,100.65,17.46,0.19,30.26,5.63,3.21
2017,4,7,100.65,17.76,0.18,30.98,5.76,4.22
2017,4,8,100.64,17.88,1.06,30.98,5.79,4.42
2017,4,9,100.62,16.72,1.72,31.8,5.5,4.7
2017,4,10,100.57,15.62,0.07,31.23,5.71,5.52
2017,4,11,100.59,10.99,0,30.98,6.71,6.65
2017,4,12,100.65,12.51,0,29.89,7.03,6.82
2017,4,13,100.74,13.61,0,29.8,6.77,6.62
2017,4,14,100.72,13.73,0,29.54,6.65,6.55
2017,4,15,100.53,15.32,0,29.33,6.55,6.4
2017,4,16,100.49,15.01,0.03,31.02,6.84,5.97
2017,4,17,100.62,13.98,0.05,31.29,7.05,6.75
2017,4,18,100.61,16.6,0.01,30.86,6.67,6
2017,4,19,100.43,18.01,2.13,31.15,6.04,4.78
2017,4,20,100.34,18.37,1.62,30.8,5.87,4.82
2017,4,21,100.32,18.68,1.11,31.5,6.19,5.53
2017,4,22,100.27,19.04,4.73,31.31,5.85,4.05
2017,4,23,100.32,18.8,5.09,30.94,5.71,4.35
2017,4,24,100.31,18.68,1.53,31.46,6.2,5.03
2017,4,25,100.23,17.82,0.2,32.37,6.88,6.54
2017,4,26,100.36,16.05,0,32.93,6.71,6.38
2017,4,27,100.59,16.91,0.19,31.7,6.41,6.11
2017,4,28,100.56,16.72,0.83,31.84,6.45,6.05
2017,4,29,100.62,16.17,0.03,32.68,6.68,6.36
2017,4,30,100.62,16.6,2.76,32.27,6.51,6.33
2017,5,1,100.8,18.49,16.02,29.31,6.28,5.64
2017,5,2,100.88,16.24,0.64,30.69,6.38,5.66
2017,5,3,100.79,16.3,0.55,31.44,6.65,6.46
2017,5,4,100.68,16.48,0.01,32.27,6.82,6.56
2017,5,5,100.58,16.3,0.06,32.83,6.65,6.17
2017,5,6,100.72,17.33,0.33,32.78,6.59,6.02
2017,5,7,100.67,16.42,0.21,33.15,6.97,6.84
2017,5,8,100.66,16.72,0.39,32.06,6.72,6.4
2017,5,9,100.6,17.03,1.33,31.55,6.16,5.07
2017,5,10,100.72,17.46,4.1,30.75,6.74,6.31
2017,5,11,100.68,17.27,4.46,32.08,6.99,6.71
2017,5,12,100.63,16.97,6.36,32.35,6.84,6.68
2017,5,13,100.39,17.52,3.41,33.02,6.48,6.28
2017,5,14,100.22,18.49,4.98,32.65,6.68,6.34
2017,5,15,100.08,20.51,1.52,32.18,6.59,5.27
2017,5,16,100,19.65,2.64,32.26,6.35,5.57
2017,5,17,100.03,20.26,6.05,31.66,6.02,4.74
2017,5,18,100.2,20.81,5.81,31.34,6.32,5.76
2017,5,19,100.28,19.23,2.14,32.56,6.58,6.41
2017,5,20,100.11,19.29,3.32,33.17,6.59,6.2
2017,5,21,100.06,18.62,1.89,33.17,6.88,6.72
2017,5,22,100.2,19.29,0.32,32.73,6.69,6.31
2017,5,23,100.3,20.45,2.82,31.4,6.41,6.05
2017,5,24,100.26,20.26,0.35,31.99,6.59,6.1
2017,5,25,100.19,19.53,0.02,32.19,6.89,6.61
2017,5,26,100.2,19.35,8.23,32.36,6.94,6.45
2017,5,27,100.21,19.78,11.32,31.04,6.86,6.41
2017,5,28,100.07,18.68,1.3,31.57,6.81,6.28
2017,5,29,99.84,17.88,3.74,31.17,6.21,5.01
2017,5,30,99.64,18.68,3.09,32.37,6.35,4.8
2017,5,31,99.97,20.14,5.15,32.47,6.02,4.05
2017,6,1,100.1,21.61,8.93,31.1,6.61,5.36
2017,6,2,100.19,20.87,6.48,31.01,6.6,5.11
2017,6,3,100.1,21.42,2.41,32.01,6.78,6.48
2017,6,4,99.94,21.48,0.19,32.83,6.7,6.54
2017,6,5,99.99,20.69,0.35,32.63,6.45,4.99
2017,6,6,100.22,19.23,2.68,32.16,6.27,5.66
2017,6,7,100.24,18.86,1.57,31.89,6.86,6.27
2017,6,8,100.1,19.35,0.91,31.65,6.73,4.99
2017,6,9,100.01,19.53,2.45,30.79,6.81,3.38
2017,6,10,99.91,20.02,2.01,29.01,7.05,5.72
2017,6,11,99.66,20.08,3.86,30.06,7.14,4.26
2017,6,12,99.66,20.26,8.57,29.47,7.15,3.32
2017,6,13,99.9,21.12,0.63,30.74,6.04,4.81
2017,6,14,100.16,19.9,0.44,30.81,6.08,4.63
2017,6,15,100.1,19.9,1.55,30.88,6.34,5.18
2017,6,16,100.06,20.87,11,29.76,5.91,4.27
2017,6,17,100.07,19.84,3.73,31.02,6.16,5.25
2017,6,18,99.93,20.75,1.65,31.26,6.32,5.04
2017,6,19,99.87,22.16,39.63,29.47,6.36,4.85
2017,6,20,99.95,21.85,43.11,28.23,6.31,2.4
2017,6,21,99.95,20.75,4.95,28.34,6.33,4.59
2017,6,22,99.96,20.87,2.13,28.89,6.22,4.49
2017,6,23,99.94,21.06,20.7,28.7,6.35,4.07
2017,6,24,99.79,20.51,17.49,28.98,6.42,3.61
2017,6,25,99.8,20.39,3.68,28.97,7.08,5.1
2017,6,26,99.89,21.18,6.36,29.17,7.33,5.56
2017,6,27,99.97,21.12,8.8,28.66,7.11,4.88
2017,6,28,100.02,21.55,4.64,28.78,7.13,4.13
2017,6,29,99.94,21.36,3.16,29.15,7.21,5.09
2017,6,30,99.76,21.97,5.87,29.34,6.79,4.34
2017,7,1,99.66,22.58,24.27,29.17,6.97,4.35
2017,7,2,99.74,21.67,10.36,29.67,7.19,2.44
2017,7,3,99.87,21.73,19.63,28.98,7.23,3.26
2017,7,4,99.84,21.36,7.87,29.08,6.92,3.55
2017,7,5,99.9,21.3,4.06,30,6.89,2.43
2017,7,6,99.99,21.61,10.64,29.69,6.43,1.91
2017,7,7,100.01,21.42,13.03,29.39,5.92,3.46
2017,7,8,100.01,21.79,17.54,28.85,6.74,4.6
2017,7,9,100.13,21.3,6.6,29.16,6.79,5.19
2017,7,10,100.17,22.09,15.24,28.83,6.89,3.91
2017,7,11,100.05,21.55,32.01,28.51,6.71,2.15
2017,7,12,100.04,21.42,32.08,27.51,6.62,2.49
2017,7,13,100.09,20.45,8.92,27.55,6.93,4.14
2017,7,14,100.01,20.75,3.87,28.26,7.16,4.77
2017,7,15,99.97,21.12,2.01,28.36,7.18,5.38
2017,7,16,99.85,21.18,2.48,28.27,7.19,5.93
2017,7,17,99.78,21.85,3.14,28.65,7.16,5.08
2017,7,18,99.81,21.79,6.11,28.57,7.29,5.77
2017,7,19,99.7,21.97,24.77,28.21,7.34,3.43
2017,7,20,99.77,21.73,78.41,28.15,7.11,1.53
2017,7,21,99.94,22.34,115.7,28.62,7.14,1.89
2017,7,22,99.93,22.64,45.24,28.05,7.19,1.34
2017,7,23,99.86,21.79,49.34,27.51,7.3,1.2
2017,7,24,99.69,21.73,87.31,27.46,7.03,1.26
2017,7,25,99.75,21.61,18.7,27.76,6.86,2.62
2017,7,26,100,21.42,16.26,27.76,6.72,3.19
2017,7,27,100.19,21.18,5.3,28.1,6.61,3.45
2017,7,28,100.32,21.73,5.64,28.34,6.64,5.07
2017,7,29,100.34,21.48,1.43,28.38,6.69,5.04
2017,7,30,100.25,21.79,4.9,28.28,6.61,3.5
2017,7,31,100.2,21.61,9.37,28.76,6.71,4.97
2017,8,1,100.16,22.03,3.79,29.07,6.68,4.83
2017,8,2,100.04,22.71,9.22,29.07,6.18,3.11
2017,8,3,99.87,22.34,12.21,28.57,5.79,3.01
2017,8,4,99.71,22.22,17.67,28.96,6.26,4.21
2017,8,5,99.69,22.71,13.76,28.6,6.44,3.58
2017,8,6,99.89,21.73,4.77,28.15,6.79,4.17
2017,8,7,100.22,21.97,6.04,28.71,6.92,3.46
2017,8,8,100.27,22.03,6,28.85,6.73,4.87
2017,8,9,100.28,21.79,3.55,28.61,6.65,5.23
2017,8,10,100.15,22.16,11.21,28.44,6.52,4.24
2017,8,11,100.13,21.91,16.63,28.2,6.64,3.46
2017,8,12,100.21,22.46,17.51,28.37,6.36,1.3
2017,8,13,100.39,21.12,11.39,28.06,6.63,2.4
2017,8,14,100.47,21.55,18.93,27.8,5.99,3.03
2017,8,15,100.33,21.73,15.43,27.9,6.47,4.65
2017,8,16,100.09,22.03,7.4,28.49,6.25,3.85
2017,8,17,99.92,20.81,7.13,27.84,6.3,4.98
2017,8,18,99.97,21.36,3.88,27.87,6.92,4.39
2017,8,19,100.24,21.24,8.57,27.94,6.95,4.67
2017,8,20,100.28,21.06,14.82,27.88,6.8,5.29
2017,8,21,100.25,20.81,5.57,28.11,6.76,5.32
2017,8,22,100.23,20.57,2.98,28.19,6.92,3.35
2017,8,23,100.26,20.51,14.94,28.76,6.94,3.98
2017,8,24,100.18,20.87,6.87,27.94,6.81,5.03
2017,8,25,100.04,20.75,3.51,28.3,6.77,5.42
2017,8,26,99.89,21.55,3.13,28.02,6.61,5.04
2017,8,27,99.92,21.48,11.91,27.66,6.84,4.54
2017,8,28,100.04,21.42,17.9,27.56,6.79,3.43
2017,8,29,100.32,21.42,13.42,27.8,6.55,3.74
2017,8,30,100.41,21.12,3.9,28.09,6.49,4.91
2017,8,31,100.42,21.73,3.28,27.79,6.32,3.56
2017,9,1,100.35,21.85,15.95,27.65,5.92,2.77
2017,9,2,100.26,20.87,41.98,27.01,6.19,3.25
2017,9,3,100.36,21.18,4.95,28.51,5.82,5
2017,9,4,100.45,21.12,1,28.69,6.07,5.09
2017,9,5,100.44,21.79,1.35,28.51,5.83,4.55
2017,9,6,100.47,21.91,3.09,28.44,5.94,5.26
2017,9,7,100.53,21.42,1.36,28.05,6.22,4.98
2017,9,8,100.56,21.42,1.13,28.23,6.16,4.82
2017,9,9,100.52,20.94,3.16,27.3,5.89,4.24
2017,9,10,100.62,21.36,1.22,27.58,5.6,4.67
2017,9,11,100.69,21.24,12.31,27.4,5.66,4.28
2017,9,12,100.7,21.3,6.11,27.72,5.43,3.93
2017,9,13,100.66,20.69,4.06,27.81,5.38,4.22
2017,9,14,100.53,20.69,4.66,28.26,5.59,4.73
2017,9,15,100.4,20.63,3.08,28.65,6.21,5.42
2017,9,16,100.28,21.55,0.22,29.13,6.32,6
2017,9,17,100.21,20.81,18.95,28.99,5.92,2.28
2017,9,18,100.21,20.81,17.79,27.74,6.29,4.71
2017,9,19,100.15,20.45,10.93,27.83,5.77,2.78
2017,9,20,100.27,21.55,23.59,27.62,5.6,2.77
2017,9,21,100.42,21.36,2.33,27.81,5.88,4.36
2017,9,22,100.49,21.42,0.74,28.26,6.2,5.12
2017,9,23,100.63,21.24,0.26,27.76,6.32,5.83
2017,9,24,100.51,21.48,1.02,28.79,6.34,5.76
2017,9,25,100.35,21.73,1.48,28.93,6.01,5.12
2017,9,26,100.39,21.67,0.5,28.94,5.77,4.75
2017,9,27,100.55,20.08,8.94,27.49,5.43,3.35
2017,9,28,100.46,19.78,8.05,27.81,5.11,3.33
2017,9,29,100.49,20.2,14.88,26.87,5.63,2.53
2017,9,30,100.69,21,10.5,27.38,5.96,2.61
2017,10,1,100.68,21.12,19.24,27.21,5.89,1.41
2017,10,2,100.55,20.63,5.57,27.26,6.08,4.53
2017,10,3,100.61,20.45,1.98,27.22,6.01,4.08
2017,10,4,100.68,19.96,0.25,28.08,5.9,5.48
2017,10,5,100.63,20.57,1.76,28.18,5.54,3.22
2017,10,6,100.68,20.08,1.08,27.76,5.64,4.93
2017,10,7,100.64,20.02,5.82,27.68,5.38,2.14
2017,10,8,100.5,19.96,20.44,27.32,5.49,2.94
2017,10,9,100.29,20.87,71.44,26.93,5.53,0.83
2017,10,10,100.4,21.24,14.71,27.26,5.81,4.16
2017,10,11,100.48,21,2.14,27.83,5.85,5.17
2017,10,12,100.49,20.87,0.33,27.64,5.89,5.25
2017,10,13,100.42,20.81,4.8,27.23,5.79,5.25
2017,10,14,100.4,20.81,4.4,27.73,5.3,4.41
2017,10,15,100.44,19.35,0.03,28.25,5,4.89
2017,10,16,100.49,17.94,0.04,27.94,5.19,5.05
2017,10,17,100.51,17.4,0.44,27.16,5.02,5.01
2017,10,18,100.55,19.23,5.25,26.35,5.15,4.19
2017,10,19,100.53,21,29.41,26.68,5.44,3.46
2017,10,20,100.26,20.57,49.29,26.8,5.34,0.96
2017,10,21,100.03,20.45,37.11,26.49,5.13,1.59
2017,10,22,100.63,17.7,0.04,26.02,5.56,5.59
2017,10,23,100.79,17.64,0,25.37,5.15,5.07
2017,10,24,100.99,18.01,0.83,25.77,4.71,4.25
2017,10,25,101.26,17.4,3.68,26.34,4.66,3.75
2017,10,26,101.35,16.36,0.08,25.88,4.6,3.94
2017,10,27,101.25,13.43,0,25.43,4.82,4.73
2017,10,28,101.22,13.98,0,24.69,4.53,4.49
2017,10,29,101.34,14.4,0.01,25.08,4.11,3.63
2017,10,30,101.33,14.59,0.85,24.41,3.78,2.76
2017,10,31,101.28,13.67,0.05,23.69,4.22,3.69
2017,11,1,101.32,14.16,0,22.88,4.86,4.56
2017,11,2,101.18,14.04,0,23.4,5.17,4.8
2017,11,3,101.17,14.1,0,23.11,5.21,5.03
2017,11,4,101.24,15.14,0,23.97,5.27,5.01
2017,11,5,101.22,15.87,0,24.66,5.15,5.12
2017,11,6,101.19,16.11,0,24.5,5.3,5.32
2017,11,7,101.24,14.95,0,24.08,5.23,5.21
2017,11,8,101.22,14.71,0,23.68,5.04,4.79
2017,11,9,101.11,13.79,0,23.44,5,4.91
2017,11,10,101.14,13.43,0,23.1,5.05,4.86
2017,11,11,101.18,13.61,0,23.09,5.05,4.57
2017,11,12,101.04,13.85,0,23.19,5.13,5.16
2017,11,13,100.96,13.43,0,22.46,5.06,4.96
2017,11,14,101,13.79,0.87,22.4,4.78,3.44
2017,11,15,101.12,14.4,21.74,21.08,4.56,1.02
2017,11,16,101.12,14.89,6.25,21.48,4.63,1.88
2017,11,17,101.05,15.69,2.5,22.51,4.53,2.18
2017,11,18,101.04,16.91,3.91,24.95,4.58,2.78
2017,11,19,101.11,16.54,0.03,24.55,4.38,3.94
2017,11,20,101.18,14.77,0,23.38,4.32,4.24
2017,11,21,101.19,11.35,0,20.72,4.09,4.01
2017,11,22,101.12,9.34,0,18.78,4.3,4.24
2017,11,23,101.12,9.03,0,18.12,4.2,4.2
2017,11,24,101.27,8.85,0,17.74,4.14,4.02
2017,11,25,101.41,8.42,0,18.23,4.16,4.13
2017,11,26,101.49,8.67,0,17.8,4.22,3.94
2017,11,27,101.26,9.28,0,18.01,3.76,3.71
2017,11,28,101.3,8.54,0,18.55,3.79,3.74
2017,11,29,101.47,8.42,0,18.42,3.75,3.72
2017,11,30,101.39,8.48,0,18.08,3.7,3.74
2017,12,1,101.35,9.03,0,17.68,4.18,4.21
2017,12,2,101.43,10.31,0,18.56,4.59,4.62
2017,12,3,101.44,10.38,0,18.51,4.48,4.5
2017,12,4,101.33,9.89,0,18.36,4,4.05
2017,12,5,101.29,9.46,0,18.53,4.08,3.93
2017,12,6,101.2,9.16,0,17.97,4.17,3.61
2017,12,7,101.19,10.5,0,19.35,3.9,3.32
2017,12,8,101.26,13,4.52,19.7,4.1,1.59
2017,12,9,101.12,14.4,13.51,21.3,4,1.01
2017,12,10,101.02,16.11,7.36,23.15,4.12,1.3
2017,12,11,101.21,15.08,0.28,22.76,4.26,2.74
2017,12,12,101.35,13.73,0.03,22.37,3.85,3.61
2017,12,13,101.39,12.82,0,21.56,3.75,3.77
2017,12,14,101.5,11.11,0,20.76,3.81,3.8
2017,12,15,101.58,10.68,0,20.3,3.88,3.91
2017,12,16,101.66,9.95,0,18.4,4.06,4.11
2017,12,17,101.74,9.03,0,16.66,3.81,3.86
2017,12,18,101.77,8,0,15.23,3.55,3.48
2017,12,19,101.8,9.22,0,15.98,3.28,2.16
2017,12,20,101.85,10.44,0,18.05,3.69,2.78
2017,12,21,101.78,10.8,0,18.88,3.75,3.02
2017,12,22,101.57,11.41,0,19.36,3.53,3.54
2017,12,23,101.37,10.62,0,18.96,3.63,3.6
2017,12,24,101.38,8.67,0,17.35,3.49,3.46
2017,12,25,101.37,8.24,0,16.75,3.49,3.54
2017,12,26,101.46,7.63,0,15.2,3.65,3.68
2017,12,27,101.49,8.3,0,15.61,4.06,4.12
2017,12,28,101.47,8.12,0,15.69,4.33,4.34
2017,12,29,101.56,8.18,0,16.31,4.25,4.24
2017,12,30,101.5,9.03,0,16.68,4.4,4.13
2017,12,31,101.32,9.58,0,17.56,4.37,4.4
2018,1,1,101.2,9.22,0,16.9,4.13,3.53
2018,1,2,101.08,8.67,0,16.32,3.83,3.87
2018,1,3,101.24,7.39,0,15.41,3.87,3.87
2018,1,4,101.42,6.65,0,13.69,3.92,3.84
2018,1,5,101.3,6.35,0,13.66,3.85,3.71
2018,1,6,101.2,6.23,0,14.19,4.2,4.18
2018,1,7,101.35,5.86,0,14.22,4.32,4.34
2018,1,8,101.54,5.92,0,14.07,4.21,4.05
2018,1,9,101.67,5.92,0,13.21,4.15,4.14
2018,1,10,101.69,5.86,0,13.37,4.21,4.23
2018,1,11,101.58,6.29,0,13.41,3.71,3.52
2018,1,12,101.47,6.96,0,14.46,3.48,3.41
2018,1,13,101.41,7.26,0,14.9,3.3,3.06
2018,1,14,101.5,6.96,0,14.42,3.02,2.85
2018,1,15,101.42,6.35,0,14.66,3.48,3.35
2018,1,16,101.35,6.84,0,15.4,3.89,3.87
2018,1,17,101.38,6.71,0,15.73,3.77,3.71
2018,1,18,101.37,6.23,0,15.08,4.09,4.08
2018,1,19,101.45,5.92,0,14.94,4.38,4.36
2018,1,20,101.33,6.96,0,16.52,4.37,4.28
2018,1,21,101.31,7.51,0,16.75,4.26,4.25
2018,1,22,101.22,6.77,0,16.44,4.54,4.48
2018,1,23,101.12,7.14,0,17.18,4.41,4.42
2018,1,24,100.95,9.77,0,18.42,4.19,4.12
2018,1,25,101.02,8.61,0,18.13,3.6,3.59
2018,1,26,101.14,7.81,0,17.77,4.21,4.21
2018,1,27,101.25,6.77,0,16.86,3.85,3.71
2018,1,28,101.37,6.29,0,16.81,4.48,4.48
2018,1,29,101.45,6.53,0,17.1,4.74,4.71
2018,1,30,101.32,6.65,0,17.41,4.69,4.69
2018,1,31,101.17,7.57,0,17.24,4.94,4.92
2018,2,1,101.17,8,0,18.15,3.93,3.86
2018,2,2,101.2,8.42,0,19.33,4.2,4.14
2018,2,3,101.3,9.03,0,19.61,4.09,4.1
2018,2,4,101.27,10.5,0,20.58,4.72,4.58
2018,2,5,101.52,11.54,0,21.6,4.52,4
2018,2,6,101.4,10.38,0,20.72,4.33,4.29
2018,2,7,101.14,10.19,0,21.23,4.9,4.78
2018,2,8,101.09,8.85,0,21.46,4.59,3.19
2018,2,9,101.09,10.38,0,21.69,4.37,3.88
2018,2,10,101.41,9.89,0,21.03,3.95,3.58
2018,2,11,101.63,7.63,0.02,19.01,4.53,3.78
2018,2,12,101.69,7.08,0,19.55,5.27,5.22
2018,2,13,101.77,8.06,0,19.44,5.03,4.4
2018,2,14,101.72,10.44,0,21.12,5.07,4.82
2018,2,15,101.77,8.12,0,19.98,5.26,5.23
2018,2,16,101.56,7.14,0,19.7,5.64,5.51
2018,2,17,101.18,8.42,0,20.73,5.18,5.16
2018,2,18,101.12,9.28,0,21.8,5.16,5.1
2018,2,19,101.19,10.86,0,21.78,5.06,4.88
2018,2,20,101.14,11.66,0,23.17,4.9,4.33
2018,2,21,100.97,10.68,0,23.31,4.86,4.68
2018,2,22,100.96,9.16,0,23.08,4.93,4.78
2018,2,23,101.03,10.8,0,23.62,5.34,5.27
2018,2,24,101.21,11.41,0,24.7,5.38,5.36
2018,2,25,101.18,11.05,0,24.81,5.21,5.16
2018,2,26,101.02,11.11,1.94,25.1,4.96,4.59
2018,2,27,101.09,9.83,0.01,24.8,5.29,4.96
2018,2,28,101.06,9.09,0,24.05,5.03,4.7
2018,3,1,100.99,9.7,0,24.61,5.02,4.92
2018,3,2,100.85,11.72,0,25.01,5.47,5.32
2018,3,3,100.62,12.21,0,26.76,5.59,5.51
2018,3,4,100.71,11.78,0,26.87,5.77,5.67
2018,3,5,100.9,10.62,0.01,26.26,5.19,5
2018,3,6,100.99,9.46,0.04,25.96,5.04,4.89
2018,3,7,101.12,8,0.01,25.97,6,5.98
2018,3,8,101.18,6.35,0,24.98,6.37,6.28
2018,3,9,101.08,6.77,0,25.16,5.73,5.52
2018,3,10,101.05,7.39,0,25.41,6.22,6.12
2018,3,11,101.08,9.52,0,25.49,6.14,6.09
2018,3,12,101.01,12.02,0.06,26.52,5.52,4.98
2018,3,13,100.92,10.93,0.41,28.18,5.71,5.54
2018,3,14,100.84,9.52,0,26.97,6.23,6.08
2018,3,15,100.73,11.78,0.01,27.86,5.48,5.32
2018,3,16,100.7,13.79,0.22,28.51,4.6,2.23
2018,3,17,100.84,11.66,0.22,28.41,5.57,5.52
2018,3,18,101,11.47,0.14,28.64,5.92,5.77
2018,3,19,101.12,8.85,0.03,27.53,6,5.83
2018,3,20,100.91,8.18,0,26.8,6.32,6.09
2018,3,21,100.8,9.77,0,27.51,6.15,6.01
2018,3,22,100.6,13.31,0,28.42,5.38,5.19
2018,3,23,100.62,14.4,0.08,29.44,4.82,4.45
2018,3,24,100.96,15.38,0.53,29.54,5.17,4.64
2018,3,25,101.12,14.04,0.31,29.7,5.08,4.6
2018,3,26,100.99,14.95,2.09,29.46,5.05,4.04
2018,3,27,100.82,12.7,0,29.98,5.69,5.11
2018,3,28,100.77,13.61,0,29.52,5.98,5.82
2018,3,29,100.73,15.44,0,29.44,5.72,5.52
2018,3,30,100.68,15.5,0,29.8,5.44,4.91
2018,3,31,100.79,15.69,1.83,28.82,4.99,4.06
2018,4,1,100.85,15.93,5.96,28.3,5.98,4.88
2018,4,2,101,14.1,9.05,26.05,5.39,3.37
2018,4,3,100.86,13,0.1,27.51,6.15,6.12
2018,4,4,100.7,14.53,0.52,28.18,6.39,6.14
2018,4,5,100.56,16.05,0.21,28.19,6.3,6.08
2018,4,6,100.69,16.36,0.31,28.74,5.88,5.24
2018,4,7,100.9,17.94,11.48,26.8,5.62,4.28
2018,4,8,101.01,16.54,4.11,26.62,6.07,5.84
2018,4,9,101,15.81,6.98,27.87,6.32,5.62
